Factory Name,Location,Industry Types,Production Capacity,Byproduct Type,Byproduct Quantity,Byproduct Frequency,Required Byproduct,Utilization Method,Demand Scale,Frequency of Use
Factory_364,"Brazil, Sao Paulo",Metals,8096,Waste Chemicals,349,Monthly,Heat Energy,Composting,High,Weekly
Factory_110,"Brazil, Sao Paulo",Plastics,5243,Waste Chemicals,176,Monthly,Bio-fuel,Composting,High,Daily
Factory_440,"USA, California",Automotive,2545,Waste Chemicals,487,Monthly,Organic Material,Recycling,High,Daily
Factory_148,"South Africa, Johannesburg",Metals,8079,Plastic Waste,348,Weekly,Steel,Raw Material,High,Daily
Factory_362,"China, Shenzhen",Textiles,3771,Plastic Waste,231,Daily,Silicon,Recycling,Medium,Monthly
Factory_377,"India, Mumbai",Chemicals,5561,Bio-waste,802,Daily,Silicon,Recycling,Medium,Daily
Factory_236,"Brazil, Sao Paulo",Textiles,1106,Plastic Waste,461,Daily,Steel,Recycling,Low,Weekly
Factory_256,"China, Shenzhen",Automotive,2574,Plastic Waste,251,Weekly,Steel,Recycling,Medium,Monthly
Factory_324,"China, Shenzhen",Chemicals,5895,Slag,785,Daily,Organic Material,Raw Material,Low,Monthly
Factory_359,"Brazil, Sao Paulo",Chemicals,7750,Metal Scraps,933,Weekly,Organic Material,Recycling,Medium,Weekly
Factory_103,"China, Shenzhen",Textiles,9764,Waste Chemicals,829,Daily,Recycled Plastic,Recycling,Low,Monthly
Factory_109,"Germany, Berlin",Metals,4457,Heat,146,Monthly,Silicon,Raw Material,Medium,Weekly
Factory_189,"Brazil, Sao Paulo",Textiles,876,Waste Chemicals,695,Weekly,Steel,Composting,Medium,Monthly
Factory_180,"Japan, Tokyo",Chemicals,4284,Waste Chemicals,871,Daily,Bio-fuel,Composting,Medium,Weekly
Factory_259,"South Africa, Johannesburg",Automotive,3713,Heat,996,Weekly,Steel,Recycling,High,Weekly
Factory_217,"Japan, Tokyo",Automotive,8553,Metal Scraps,719,Weekly,Steel,Recycling,Low,Monthly
Factory_144,"Brazil, Sao Paulo",Plastics,2900,Metal Scraps,284,Daily,Recycled Plastic,Energy Source,Medium,Monthly
Factory_362,"Brazil, Sao Paulo",Electronics,9674,Metal Scraps,88,Daily,Organic Material,Composting,High,Monthly
Factory_470,"South Africa, Johannesburg",Electronics,6678,Metal Scraps,856,Monthly,Heat Energy,Energy Source,Medium,Weekly
Factory_422,"India, Mumbai",Chemicals,5401,Heat,585,Monthly,Heat Energy,Raw Material,Low,Monthly
Factory_338,"India, Mumbai",Electronics,465,Plastic Waste,582,Weekly,Steel,Recycling,High,Daily
Factory_391,"USA, California",Textiles,4680,Heat,922,Daily,Silicon,Raw Material,Low,Weekly
Factory_222,"China, Shenzhen",Food Processing,903,Metal Scraps,422,Monthly,Organic Material,Energy Source,Low,Monthly
Factory_191,"Brazil, Sao Paulo",Food Processing,8737,Bio-waste,703,Daily,Bio-fuel,Energy Source,Low,Monthly
Factory_351,"Japan, Tokyo",Metals,7309,Waste Chemicals,981,Monthly,Bio-fuel,Raw Material,High,Daily
Factory_379,"USA, California",Electronics,8439,Slag,758,Weekly,Silicon,Raw Material,Medium,Monthly
Factory_350,"Brazil, Sao Paulo",Food Processing,165,Slag,786,Weekly,Organic Material,Raw Material,High,Monthly
Factory_177,"UK, London",Pharmaceuticals,8957,Waste Chemicals,198,Monthly,Recycled Plastic,Energy Source,Medium,Weekly
Factory_216,"UK, London",Chemicals,3021,Plastic Waste,806,Daily,Heat Energy,Raw Material,Medium,Monthly
Factory_443,"Japan, Tokyo",Metals,6071,Plastic Waste,273,Weekly,Silicon,Composting,Low,Daily
Factory_136,"India, Mumbai",Textiles,9522,Waste Chemicals,312,Weekly,Organic Material,Raw Material,High,Weekly
Factory_114,"Germany, Berlin",Electronics,6305,Heat,365,Daily,Organic Material,Recycling,Medium,Weekly
Factory_40,"USA, California",Pharmaceuticals,9021,Metal Scraps,467,Weekly,Organic Material,Energy Source,Medium,Weekly
Factory_489,"Brazil, Sao Paulo",Metals,7164,Waste Chemicals,560,Daily,Heat Energy,Raw Material,Medium,Monthly
Factory_157,"Japan, Tokyo",Electronics,4593,Bio-waste,513,Weekly,Recycled Plastic,Energy Source,Low,Daily
Factory_35,"UK, London",Food Processing,1891,Slag,950,Weekly,Silicon,Composting,High,Weekly
Factory_46,"Germany, Berlin",Electronics,4658,Plastic Waste,712,Monthly,Organic Material,Raw Material,High,Weekly
Factory_373,"UK, London",Pharmaceuticals,5996,Slag,561,Daily,Steel,Raw Material,High,Weekly
Factory_353,"Brazil, Sao Paulo",Pharmaceuticals,6063,Metal Scraps,293,Daily,Recycled Plastic,Composting,High,Daily
Factory_1,"South Africa, Johannesburg",Automotive,3774,Plastic Waste,855,Weekly,Recycled Plastic,Recycling,Low,Monthly
Factory_349,"Japan, Tokyo",Metals,6287,Plastic Waste,332,Weekly,Heat Energy,Energy Source,Medium,Daily
Factory_175,"USA, California",Plastics,9513,Heat,318,Weekly,Steel,Raw Material,Medium,Daily
Factory_210,"Brazil, Sao Paulo",Pharmaceuticals,887,Heat,433,Daily,Silicon,Composting,Low,Weekly
Factory_340,"India, Mumbai",Plastics,1988,Plastic Waste,696,Daily,Silicon,Raw Material,Low,Weekly
Factory_118,"Brazil, Sao Paulo",Metals,7134,Bio-waste,919,Daily,Steel,Energy Source,Medium,Daily
Factory_177,"Japan, Tokyo",Plastics,8033,Heat,956,Daily,Steel,Raw Material,Low,Weekly
Factory_388,"South Africa, Johannesburg",Pharmaceuticals,4898,Metal Scraps,514,Weekly,Silicon,Energy Source,High,Monthly
Factory_220,"China, Shenzhen",Pharmaceuticals,6380,Waste Chemicals,227,Weekly,Heat Energy,Raw Material,Medium,Daily
Factory_411,"Brazil, Sao Paulo",Automotive,7738,Metal Scraps,834,Weekly,Heat Energy,Recycling,Low,Monthly
Factory_375,"USA, California",Textiles,5523,Slag,203,Monthly,Bio-fuel,Energy Source,High,Daily
Factory_321,"UK, London",Food Processing,9090,Heat,994,Monthly,Silicon,Composting,Low,Weekly
Factory_35,"South Africa, Johannesburg",Plastics,7551,Plastic Waste,193,Weekly,Recycled Plastic,Composting,High,Daily
Factory_170,"UK, London",Automotive,6764,Heat,252,Daily,Organic Material,Recycling,Medium,Daily
Factory_62,"USA, California",Automotive,1006,Bio-waste,972,Daily,Recycled Plastic,Composting,High,Daily
Factory_218,"UK, London",Chemicals,1287,Metal Scraps,96,Daily,Steel,Composting,High,Daily
Factory_98,"China, Shenzhen",Food Processing,7432,Heat,674,Daily,Heat Energy,Energy Source,High,Daily
Factory_217,"China, Shenzhen",Chemicals,1809,Plastic Waste,865,Monthly,Steel,Energy Source,High,Weekly
Factory_348,"Germany, Berlin",Textiles,6703,Waste Chemicals,831,Daily,Steel,Raw Material,Low,Monthly
Factory_147,"Brazil, Sao Paulo",Plastics,4360,Bio-waste,425,Weekly,Recycled Plastic,Energy Source,Low,Daily
Factory_71,"China, Shenzhen",Food Processing,3015,Heat,435,Weekly,Heat Energy,Raw Material,Medium,Weekly
Factory_157,"Japan, Tokyo",Plastics,9492,Bio-waste,492,Monthly,Organic Material,Recycling,Medium,Weekly
Factory_44,"Germany, Berlin",Plastics,6607,Slag,403,Monthly,Bio-fuel,Raw Material,High,Weekly
Factory_333,"China, Shenzhen",Automotive,8170,Plastic Waste,200,Daily,Steel,Raw Material,Low,Monthly
Factory_125,"USA, California",Food Processing,5190,Slag,863,Monthly,Steel,Composting,High,Monthly
Factory_379,"UK, London",Metals,1288,Heat,435,Daily,Organic Material,Energy Source,High,Daily
Factory_309,"USA, California",Plastics,9589,Metal Scraps,678,Weekly,Organic Material,Composting,High,Monthly
Factory_429,"Brazil, Sao Paulo",Pharmaceuticals,4556,Waste Chemicals,120,Weekly,Heat Energy,Raw Material,Low,Daily
Factory_182,"USA, California",Automotive,8343,Plastic Waste,166,Monthly,Bio-fuel,Recycling,High,Monthly
Factory_222,"Japan, Tokyo",Pharmaceuticals,8765,Metal Scraps,889,Daily,Bio-fuel,Energy Source,Medium,Monthly
Factory_10,"China, Shenzhen",Electronics,4373,Heat,389,Weekly,Silicon,Energy Source,Low,Monthly
Factory_471,"India, Mumbai",Chemicals,8439,Slag,394,Monthly,Silicon,Raw Material,Low,Weekly
Factory_482,"Japan, Tokyo",Chemicals,6973,Metal Scraps,556,Monthly,Organic Material,Raw Material,Medium,Daily
Factory_14,"USA, California",Chemicals,3203,Waste Chemicals,127,Daily,Recycled Plastic,Composting,Medium,Weekly
Factory_5,"UK, London",Plastics,4896,Plastic Waste,713,Monthly,Recycled Plastic,Recycling,Low,Weekly
Factory_417,"USA, California",Metals,2805,Bio-waste,200,Daily,Recycled Plastic,Energy Source,Low,Weekly
Factory_383,"Brazil, Sao Paulo",Chemicals,5262,Plastic Waste,712,Weekly,Heat Energy,Recycling,High,Monthly
Factory_122,"USA, California",Chemicals,8828,Bio-waste,950,Monthly,Heat Energy,Recycling,Low,Weekly
Factory_266,"UK, London",Plastics,4443,Heat,309,Daily,Recycled Plastic,Raw Material,Low,Daily
Factory_67,"China, Shenzhen",Food Processing,9140,Waste Chemicals,973,Daily,Steel,Energy Source,High,Monthly
Factory_263,"USA, California",Pharmaceuticals,2498,Heat,373,Weekly,Steel,Raw Material,Medium,Daily
Factory_178,"Brazil, Sao Paulo",Chemicals,7868,Waste Chemicals,835,Daily,Organic Material,Composting,Low,Monthly
Factory_149,"South Africa, Johannesburg",Pharmaceuticals,3365,Bio-waste,580,Daily,Recycled Plastic,Composting,Medium,Daily
Factory_218,"India, Mumbai",Metals,3782,Slag,399,Monthly,Organic Material,Raw Material,Medium,Daily
Factory_38,"South Africa, Johannesburg",Food Processing,6645,Bio-waste,920,Monthly,Bio-fuel,Raw Material,High,Weekly
Factory_418,"Germany, Berlin",Metals,3829,Heat,856,Daily,Steel,Raw Material,High,Weekly
Factory_384,"Brazil, Sao Paulo",Chemicals,909,Plastic Waste,465,Monthly,Steel,Composting,High,Weekly
Factory_247,"India, Mumbai",Chemicals,897,Slag,323,Weekly,Heat Energy,Energy Source,Medium,Weekly
Factory_56,"USA, California",Food Processing,7464,Slag,349,Weekly,Organic Material,Recycling,Medium,Monthly
Factory_71,"Germany, Berlin",Automotive,8701,Slag,850,Weekly,Organic Material,Composting,Low,Weekly
Factory_284,"Germany, Berlin",Electronics,7076,Bio-waste,831,Daily,Recycled Plastic,Composting,Low,Monthly
Factory_17,"UK, London",Textiles,9099,Slag,68,Weekly,Silicon,Composting,High,Daily
Factory_298,"Brazil, Sao Paulo",Pharmaceuticals,9285,Slag,461,Weekly,Recycled Plastic,Recycling,Medium,Monthly
Factory_167,"Japan, Tokyo",Plastics,4336,Bio-waste,955,Monthly,Organic Material,Recycling,Medium,Weekly
Factory_60,"South Africa, Johannesburg",Automotive,5284,Waste Chemicals,555,Daily,Organic Material,Energy Source,Medium,Monthly
Factory_297,"USA, California",Metals,4210,Bio-waste,653,Monthly,Organic Material,Composting,Low,Daily
Factory_132,"UK, London",Automotive,8542,Metal Scraps,541,Monthly,Organic Material,Composting,Low,Monthly
Factory_69,"Germany, Berlin",Electronics,4898,Metal Scraps,380,Monthly,Recycled Plastic,Composting,High,Daily
Factory_362,"China, Shenzhen",Food Processing,867,Plastic Waste,270,Weekly,Organic Material,Recycling,High,Daily
Factory_221,"South Africa, Johannesburg",Electronics,2682,Waste Chemicals,258,Monthly,Recycled Plastic,Energy Source,Medium,Daily
Factory_197,"UK, London",Textiles,9706,Bio-waste,364,Monthly,Bio-fuel,Raw Material,High,Weekly
Factory_30,"UK, London",Food Processing,1799,Metal Scraps,343,Monthly,Silicon,Raw Material,Low,Monthly
Factory_40,"South Africa, Johannesburg",Textiles,7332,Metal Scraps,547,Weekly,Recycled Plastic,Recycling,High,Weekly
Factory_221,"USA, California",Textiles,3036,Slag,444,Daily,Bio-fuel,Recycling,Low,Weekly
Factory_190,"UK, London",Automotive,9947,Metal Scraps,115,Monthly,Silicon,Energy Source,High,Daily
Factory_415,"USA, California",Automotive,112,Heat,581,Monthly,Silicon,Recycling,Medium,Weekly
Factory_288,"Germany, Berlin",Metals,4954,Slag,316,Monthly,Organic Material,Recycling,Low,Daily
Factory_135,"UK, London",Metals,8120,Bio-waste,197,Weekly,Steel,Raw Material,Low,Monthly
Factory_126,"UK, London",Pharmaceuticals,7146,Plastic Waste,679,Weekly,Organic Material,Energy Source,High,Weekly
Factory_498,"India, Mumbai",Electronics,5494,Slag,109,Monthly,Heat Energy,Raw Material,High,Daily
Factory_468,"UK, London",Plastics,6621,Heat,196,Weekly,Organic Material,Raw Material,Low,Weekly
Factory_441,"India, Mumbai",Metals,2667,Plastic Waste,791,Daily,Silicon,Raw Material,Medium,Monthly
Factory_456,"India, Mumbai",Automotive,8186,Bio-waste,995,Daily,Steel,Recycling,Low,Monthly
Factory_16,"Japan, Tokyo",Metals,2770,Metal Scraps,446,Weekly,Steel,Energy Source,Medium,Weekly
Factory_69,"UK, London",Metals,994,Slag,788,Daily,Heat Energy,Raw Material,High,Daily
Factory_319,"Brazil, Sao Paulo",Electronics,4424,Plastic Waste,470,Monthly,Bio-fuel,Composting,High,Daily
Factory_14,"UK, London",Electronics,5204,Plastic Waste,569,Monthly,Steel,Raw Material,High,Monthly
Factory_401,"China, Shenzhen",Food Processing,7127,Metal Scraps,983,Daily,Silicon,Energy Source,High,Daily
Factory_438,"USA, California",Chemicals,8260,Plastic Waste,972,Monthly,Heat Energy,Recycling,High,Daily
Factory_368,"Germany, Berlin",Plastics,190,Waste Chemicals,616,Weekly,Silicon,Raw Material,Medium,Monthly
Factory_8,"India, Mumbai",Electronics,1515,Waste Chemicals,222,Daily,Recycled Plastic,Raw Material,High,Daily
Factory_155,"UK, London",Automotive,5840,Slag,896,Daily,Steel,Composting,Medium,Daily
Factory_205,"UK, London",Food Processing,831,Waste Chemicals,375,Weekly,Bio-fuel,Composting,High,Weekly
Factory_402,"UK, London",Textiles,1555,Metal Scraps,964,Weekly,Heat Energy,Energy Source,High,Daily
Factory_245,"India, Mumbai",Metals,2901,Slag,192,Daily,Organic Material,Composting,Medium,Monthly
Factory_8,"USA, California",Food Processing,4590,Bio-waste,186,Daily,Heat Energy,Energy Source,Low,Monthly
Factory_143,"Brazil, Sao Paulo",Food Processing,4344,Waste Chemicals,276,Weekly,Silicon,Composting,Low,Weekly
Factory_224,"USA, California",Chemicals,5445,Slag,597,Weekly,Silicon,Composting,Low,Weekly
Factory_469,"USA, California",Electronics,8628,Waste Chemicals,754,Daily,Heat Energy,Raw Material,Medium,Monthly
Factory_325,"USA, California",Metals,1968,Waste Chemicals,989,Weekly,Heat Energy,Recycling,Low,Monthly
Factory_482,"USA, California",Food Processing,9559,Heat,243,Monthly,Steel,Composting,Medium,Daily
Factory_421,"USA, California",Metals,4016,Slag,853,Monthly,Silicon,Raw Material,Low,Weekly
Factory_438,"India, Mumbai",Food Processing,666,Waste Chemicals,261,Monthly,Silicon,Energy Source,High,Weekly
Factory_138,"South Africa, Johannesburg",Metals,3792,Slag,72,Monthly,Bio-fuel,Energy Source,Medium,Daily
Factory_394,"Japan, Tokyo",Electronics,9469,Plastic Waste,414,Daily,Recycled Plastic,Recycling,Low,Weekly
Factory_495,"Japan, Tokyo",Metals,7532,Slag,303,Weekly,Heat Energy,Energy Source,Medium,Monthly
Factory_279,"South Africa, Johannesburg",Food Processing,6869,Waste Chemicals,334,Monthly,Recycled Plastic,Composting,Low,Monthly
Factory_43,"Germany, Berlin",Automotive,4426,Slag,838,Daily,Bio-fuel,Recycling,High,Weekly
Factory_462,"USA, California",Textiles,3235,Slag,359,Daily,Steel,Energy Source,High,Monthly
Factory_4,"South Africa, Johannesburg",Pharmaceuticals,8261,Bio-waste,194,Weekly,Recycled Plastic,Composting,High,Weekly
Factory_332,"USA, California",Metals,6110,Heat,389,Weekly,Bio-fuel,Energy Source,High,Monthly
Factory_176,"USA, California",Food Processing,1489,Waste Chemicals,331,Daily,Bio-fuel,Recycling,Medium,Weekly
Factory_396,"UK, London",Chemicals,8626,Plastic Waste,305,Daily,Steel,Raw Material,Medium,Weekly
Factory_265,"Brazil, Sao Paulo",Automotive,2350,Plastic Waste,70,Daily,Heat Energy,Raw Material,Low,Monthly
Factory_132,"USA, California",Electronics,3098,Slag,36,Weekly,Bio-fuel,Recycling,Medium,Weekly
Factory_142,"South Africa, Johannesburg",Textiles,7683,Slag,381,Monthly,Organic Material,Energy Source,Low,Weekly
Factory_425,"China, Shenzhen",Textiles,1318,Waste Chemicals,550,Monthly,Silicon,Raw Material,Medium,Daily
Factory_305,"China, Shenzhen",Pharmaceuticals,6393,Slag,480,Daily,Organic Material,Recycling,Medium,Monthly
Factory_407,"Germany, Berlin",Pharmaceuticals,9934,Slag,485,Daily,Silicon,Composting,High,Monthly
Factory_324,"Germany, Berlin",Electronics,9494,Plastic Waste,360,Daily,Bio-fuel,Raw Material,High,Weekly
Factory_146,"China, Shenzhen",Food Processing,4311,Metal Scraps,756,Weekly,Recycled Plastic,Energy Source,High,Weekly
Factory_28,"Japan, Tokyo",Pharmaceuticals,3864,Bio-waste,136,Weekly,Organic Material,Raw Material,Medium,Weekly
Factory_238,"UK, London",Plastics,1385,Bio-waste,942,Weekly,Silicon,Energy Source,High,Daily
Factory_102,"Japan, Tokyo",Plastics,5533,Heat,853,Daily,Steel,Composting,Medium,Monthly
Factory_347,"UK, London",Textiles,166,Plastic Waste,915,Weekly,Recycled Plastic,Raw Material,High,Daily
Factory_133,"UK, London",Chemicals,4094,Bio-waste,808,Monthly,Heat Energy,Energy Source,High,Monthly
Factory_371,"South Africa, Johannesburg",Pharmaceuticals,4417,Slag,63,Weekly,Steel,Energy Source,Medium,Weekly
Factory_354,"Germany, Berlin",Metals,3655,Bio-waste,553,Weekly,Recycled Plastic,Energy Source,Low,Monthly
Factory_382,"India, Mumbai",Pharmaceuticals,3934,Heat,749,Weekly,Steel,Energy Source,Medium,Weekly
Factory_161,"Japan, Tokyo",Chemicals,6313,Slag,778,Monthly,Bio-fuel,Recycling,High,Weekly
Factory_14,"China, Shenzhen",Electronics,5443,Metal Scraps,103,Monthly,Silicon,Composting,Medium,Weekly
Factory_106,"USA, California",Pharmaceuticals,5612,Plastic Waste,59,Daily,Recycled Plastic,Recycling,Medium,Weekly
Factory_393,"Germany, Berlin",Food Processing,7283,Metal Scraps,237,Daily,Steel,Composting,Low,Weekly
Factory_147,"India, Mumbai",Pharmaceuticals,2959,Waste Chemicals,22,Weekly,Recycled Plastic,Recycling,Medium,Weekly
Factory_78,"South Africa, Johannesburg",Pharmaceuticals,3916,Bio-waste,858,Monthly,Recycled Plastic,Recycling,Low,Daily
Factory_226,"UK, London",Food Processing,776,Slag,732,Daily,Bio-fuel,Composting,High,Monthly
Factory_344,"UK, London",Plastics,9251,Waste Chemicals,753,Daily,Heat Energy,Raw Material,Medium,Weekly
Factory_449,"India, Mumbai",Food Processing,7219,Heat,682,Monthly,Heat Energy,Recycling,High,Monthly
Factory_333,"Brazil, Sao Paulo",Plastics,8726,Heat,801,Monthly,Bio-fuel,Recycling,Medium,Weekly
Factory_222,"UK, London",Metals,7492,Bio-waste,377,Monthly,Steel,Raw Material,Low,Daily
Factory_17,"UK, London",Metals,3859,Heat,617,Daily,Organic Material,Composting,Low,Weekly
Factory_97,"India, Mumbai",Food Processing,5422,Heat,144,Daily,Steel,Energy Source,High,Monthly
Factory_367,"India, Mumbai",Textiles,6947,Slag,659,Daily,Organic Material,Energy Source,Low,Monthly
Factory_201,"Germany, Berlin",Pharmaceuticals,104,Bio-waste,624,Monthly,Silicon,Composting,High,Monthly
Factory_63,"UK, London",Metals,9707,Waste Chemicals,353,Daily,Bio-fuel,Raw Material,Low,Weekly
Factory_206,"USA, California",Textiles,8354,Waste Chemicals,875,Monthly,Silicon,Raw Material,Low,Monthly
Factory_18,"UK, London",Automotive,2318,Slag,940,Weekly,Organic Material,Energy Source,Medium,Daily
Factory_218,"USA, California",Food Processing,9097,Heat,868,Daily,Heat Energy,Composting,Medium,Daily
Factory_403,"UK, London",Food Processing,1351,Slag,982,Weekly,Steel,Recycling,Medium,Daily
Factory_176,"India, Mumbai",Electronics,9545,Metal Scraps,245,Monthly,Heat Energy,Composting,Medium,Monthly
Factory_105,"Germany, Berlin",Chemicals,6772,Bio-waste,956,Monthly,Heat Energy,Composting,Low,Monthly
Factory_78,"India, Mumbai",Automotive,2679,Bio-waste,293,Daily,Silicon,Composting,Medium,Daily
Factory_174,"Japan, Tokyo",Automotive,9038,Bio-waste,628,Daily,Recycled Plastic,Composting,High,Weekly
Factory_356,"Brazil, Sao Paulo",Food Processing,9100,Heat,659,Daily,Bio-fuel,Energy Source,High,Daily
Factory_292,"UK, London",Metals,4411,Metal Scraps,759,Monthly,Heat Energy,Energy Source,Low,Daily
Factory_421,"UK, London",Chemicals,6023,Bio-waste,297,Daily,Recycled Plastic,Recycling,High,Monthly
Factory_189,"Japan, Tokyo",Metals,7031,Bio-waste,414,Daily,Recycled Plastic,Recycling,Low,Daily
Factory_107,"USA, California",Plastics,1875,Plastic Waste,962,Daily,Bio-fuel,Raw Material,Medium,Daily
Factory_317,"Brazil, Sao Paulo",Metals,3361,Metal Scraps,382,Monthly,Silicon,Recycling,Low,Daily
Factory_2,"Germany, Berlin",Automotive,6002,Slag,825,Monthly,Recycled Plastic,Energy Source,Low,Weekly
Factory_471,"South Africa, Johannesburg",Plastics,5817,Plastic Waste,163,Daily,Heat Energy,Raw Material,Medium,Monthly
Factory_414,"Brazil, Sao Paulo",Food Processing,8423,Slag,822,Monthly,Silicon,Raw Material,Medium,Monthly
Factory_180,"South Africa, Johannesburg",Automotive,194,Heat,838,Monthly,Heat Energy,Composting,High,Monthly
Factory_462,"Brazil, Sao Paulo",Metals,9326,Metal Scraps,50,Daily,Organic Material,Raw Material,Low,Monthly
Factory_258,"South Africa, Johannesburg",Pharmaceuticals,2952,Slag,891,Monthly,Recycled Plastic,Recycling,High,Daily
Factory_495,"UK, London",Electronics,832,Bio-waste,41,Daily,Recycled Plastic,Raw Material,Medium,Monthly
Factory_76,"Japan, Tokyo",Automotive,2563,Bio-waste,843,Daily,Organic Material,Composting,Medium,Weekly
Factory_38,"China, Shenzhen",Automotive,7593,Heat,78,Monthly,Bio-fuel,Recycling,Low,Monthly
Factory_107,"UK, London",Automotive,7940,Slag,442,Weekly,Bio-fuel,Energy Source,Medium,Weekly
Factory_439,"USA, California",Food Processing,3883,Heat,128,Weekly,Recycled Plastic,Recycling,Low,Weekly
Factory_349,"UK, London",Chemicals,3741,Metal Scraps,560,Weekly,Silicon,Composting,Medium,Daily
Factory_185,"Brazil, Sao Paulo",Automotive,6564,Slag,684,Monthly,Heat Energy,Raw Material,High,Daily
Factory_5,"USA, California",Textiles,1706,Slag,177,Monthly,Heat Energy,Energy Source,Medium,Weekly
Factory_103,"India, Mumbai",Electronics,8277,Metal Scraps,372,Monthly,Organic Material,Composting,Low,Daily
Factory_73,"Japan, Tokyo",Textiles,5729,Bio-waste,349,Daily,Steel,Composting,Medium,Weekly
Factory_9,"China, Shenzhen",Pharmaceuticals,2673,Plastic Waste,317,Daily,Recycled Plastic,Recycling,Low,Monthly
Factory_296,"China, Shenzhen",Food Processing,1487,Heat,582,Monthly,Heat Energy,Recycling,High,Monthly
Factory_74,"South Africa, Johannesburg",Electronics,6154,Metal Scraps,865,Weekly,Recycled Plastic,Composting,Low,Daily
Factory_58,"China, Shenzhen",Textiles,3558,Waste Chemicals,173,Weekly,Steel,Raw Material,Medium,Weekly
Factory_15,"South Africa, Johannesburg",Textiles,1965,Bio-waste,447,Monthly,Organic Material,Raw Material,Low,Daily
Factory_177,"Japan, Tokyo",Chemicals,8852,Metal Scraps,379,Daily,Heat Energy,Composting,High,Monthly
Factory_207,"China, Shenzhen",Textiles,929,Heat,657,Monthly,Heat Energy,Energy Source,Low,Monthly
Factory_44,"Brazil, Sao Paulo",Plastics,819,Waste Chemicals,889,Monthly,Recycled Plastic,Composting,Medium,Monthly
Factory_223,"Japan, Tokyo",Pharmaceuticals,2338,Bio-waste,331,Daily,Heat Energy,Composting,Low,Monthly
Factory_376,"Japan, Tokyo",Electronics,8985,Heat,653,Weekly,Recycled Plastic,Composting,High,Weekly
Factory_402,"UK, London",Metals,5018,Metal Scraps,950,Weekly,Silicon,Raw Material,Low,Daily
Factory_425,"UK, London",Metals,1458,Slag,358,Daily,Heat Energy,Composting,High,Monthly
Factory_79,"India, Mumbai",Electronics,1281,Bio-waste,448,Daily,Silicon,Composting,Low,Monthly
Factory_291,"China, Shenzhen",Plastics,8299,Metal Scraps,543,Monthly,Steel,Raw Material,High,Daily
Factory_463,"South Africa, Johannesburg",Electronics,2682,Waste Chemicals,410,Weekly,Heat Energy,Composting,Medium,Daily
Factory_418,"Germany, Berlin",Automotive,3179,Metal Scraps,704,Weekly,Recycled Plastic,Raw Material,High,Monthly
Factory_405,"USA, California",Food Processing,1047,Plastic Waste,994,Weekly,Bio-fuel,Composting,High,Monthly
Factory_327,"Germany, Berlin",Electronics,7266,Plastic Waste,749,Daily,Recycled Plastic,Recycling,Medium,Weekly
Factory_475,"Brazil, Sao Paulo",Automotive,1798,Waste Chemicals,28,Daily,Recycled Plastic,Raw Material,High,Daily
Factory_21,"USA, California",Food Processing,7625,Bio-waste,515,Monthly,Organic Material,Raw Material,High,Weekly
Factory_194,"Germany, Berlin",Textiles,5082,Heat,295,Daily,Silicon,Raw Material,High,Monthly
Factory_31,"China, Shenzhen",Chemicals,181,Heat,56,Daily,Bio-fuel,Recycling,Medium,Weekly
Factory_37,"China, Shenzhen",Electronics,7050,Plastic Waste,367,Weekly,Recycled Plastic,Energy Source,Medium,Weekly
Factory_276,"Japan, Tokyo",Pharmaceuticals,2456,Waste Chemicals,475,Daily,Silicon,Energy Source,Low,Weekly
Factory_102,"USA, California",Textiles,3392,Waste Chemicals,564,Monthly,Silicon,Energy Source,High,Weekly
Factory_279,"Japan, Tokyo",Metals,5239,Bio-waste,950,Daily,Steel,Recycling,Medium,Daily
Factory_141,"Germany, Berlin",Textiles,938,Heat,547,Daily,Heat Energy,Energy Source,Low,Daily
Factory_196,"Japan, Tokyo",Automotive,9989,Slag,629,Monthly,Steel,Recycling,Low,Daily
Factory_37,"USA, California",Textiles,5358,Metal Scraps,773,Monthly,Recycled Plastic,Energy Source,Medium,Monthly
Factory_208,"China, Shenzhen",Chemicals,133,Metal Scraps,187,Weekly,Steel,Composting,High,Monthly
Factory_322,"USA, California",Food Processing,4361,Waste Chemicals,639,Weekly,Steel,Raw Material,Medium,Daily
Factory_64,"USA, California",Chemicals,249,Slag,487,Weekly,Recycled Plastic,Energy Source,High,Daily
Factory_198,"India, Mumbai",Metals,8955,Plastic Waste,204,Daily,Organic Material,Recycling,High,Monthly
Factory_85,"Germany, Berlin",Chemicals,1403,Slag,623,Weekly,Silicon,Composting,Low,Weekly
Factory_50,"India, Mumbai",Metals,9862,Bio-waste,527,Weekly,Bio-fuel,Composting,Medium,Weekly
Factory_104,"Japan, Tokyo",Textiles,878,Waste Chemicals,266,Weekly,Recycled Plastic,Recycling,High,Monthly
Factory_64,"USA, California",Plastics,4109,Heat,44,Monthly,Recycled Plastic,Composting,Low,Daily
Factory_249,"India, Mumbai",Plastics,7502,Plastic Waste,292,Weekly,Recycled Plastic,Raw Material,Medium,Daily
Factory_477,"Brazil, Sao Paulo",Textiles,2139,Bio-waste,197,Daily,Heat Energy,Raw Material,Low,Monthly
Factory_467,"Germany, Berlin",Plastics,9065,Bio-waste,541,Monthly,Silicon,Composting,Medium,Daily
Factory_382,"Brazil, Sao Paulo",Chemicals,7955,Waste Chemicals,410,Monthly,Steel,Raw Material,Low,Daily
